Kinase Name	weighted_sum	cnt
FRAP	6.91747365121978	20
p38a	3.76231867547657	22
p38d	3.76231867547657	22
Erk2	3.47898534214324	20
CDK6	2.98111638103898	21
PFTAIRE1	2.98111638103898	21
AKT1	2.60882352941176	5
CDK5	2.06444971437231	18
CDK2	2.02799646174259	10
HIPK3	1.69444444444444	5
DYRK1B	1.61111111111111	4
GSK3A	1.58605604921394	5
CHK2	1.5	2
NRK	1.11204212454212	4
NIK	1	1
p38b	0.978985342143237	12
JNK2	0.978985342143237	12
PCTAIRE2	0.964449714372315	14
PCTAIRE1	0.964449714372315	14
Erk3	0.878985342143237	11
JNK3	0.878985342143237	11
JNK1	0.878985342143237	11
Erk1	0.767874231032126	10
Erk5	0.767874231032126	10
CDK4	0.697783047705648	12
CDC2	0.6	2
GSK3B	0.545454545454545	2
CHK1	0.5	1
MAP2K5	0.5	1
MAP2K3	0.5	1
AKT2	0.5	1
CLK1	0.435839598997494	6
CDKL4	0.435839598997494	6
MSSK1	0.435839598997494	6
CDKL1	0.435839598997494	6
ICK	0.435839598997494	6
CDK7	0.424332040508511	8
CHED	0.424332040508511	8
PFTAIRE2	0.424332040508511	8
CRK7	0.424332040508511	8
MAPKAPK3	0.370728291316527	4
MAPKAPK5	0.370728291316527	4
MNK2	0.370728291316527	4
MNK1	0.370728291316527	4
PKACa	0.354166666666667	2
PRKX	0.354166666666667	2
PKACb	0.354166666666667	2
CDK9	0.317889463477699	6
CCRK	0.317889463477699	6
PCTAIRE3	0.317889463477699	6
TGFbR2	0.31025641025641	3
ACTR2B	0.31025641025641	3
BMPR2	0.31025641025641	3
ALK7	0.31025641025641	3
ACTR2	0.31025641025641	3
Trb3	0.295833333333333	7
DCLK3	0.295833333333333	7
DCLK2	0.295833333333333	7
Obscn	0.295833333333333	7
SPEG	0.295833333333333	7
TSSK4	0.295833333333333	7
DCLK1	0.295833333333333	7
PSKH2	0.295833333333333	7
Trb2	0.295833333333333	7
PIM3	0.295833333333333	7
Trad	0.295833333333333	7
PSKH1	0.295833333333333	7
TSSK3	0.295833333333333	7
TSSK2	0.295833333333333	7
VACAMKL	0.295833333333333	7
PIM2	0.295833333333333	7
PIM1	0.295833333333333	7
CDKL5	0.292982456140351	5
SRPK2	0.292982456140351	5
MAK	0.292982456140351	5
CLK4	0.292982456140351	5
CLK3	0.292982456140351	5
CLK2	0.292982456140351	5
PLK3	0.25	1
PLK1	0.25	1
PLK4	0.25	1
PLK2	0.25	1
Trb1	0.245833333333333	6
PKCi	0.222222222222222	2
PKCt	0.222222222222222	2
PKCb	0.222222222222222	2
PKCa	0.222222222222222	2
PKCg	0.222222222222222	2
PKCd	0.222222222222222	2
PKCh	0.222222222222222	2
PKCe	0.222222222222222	2
PKCz	0.222222222222222	2
CDKL2	0.209649122807018	4
ALK	0.1875	2
LTK	0.1875	2
p38g	0.176965140123035	4
CK1e	0.165277777777778	3
TTBK1	0.165277777777778	3
VRK3	0.165277777777778	3
CK1g1	0.165277777777778	3
TTBK2	0.165277777777778	3
VRK2	0.165277777777778	3
CK1d	0.165277777777778	3
CK1g2	0.165277777777778	3
CK1a2	0.165277777777778	3
RAF1	0.139285714285714	2
KSR1	0.139285714285714	2
ARAF	0.139285714285714	2
KSR2	0.139285714285714	2
BRAF	0.139285714285714	2
SRPK1	0.126315789473684	3
CDKL3	0.126315789473684	3
ILK	0.125490196078431	2
DLK	0.125490196078431	2
HH498	0.125490196078431	2
ZAK	0.125490196078431	2
MLK1	0.125490196078431	2
COT	0.125	1
MAPKAPK2	0.120728291316527	3
ROCK1	0.117647058823529	2
PAK2	0.112042124542125	3
LOK	0.112042124542125	3
STLK5	0.112042124542125	3
MYO3B	0.112042124542125	3
KHS2	0.112042124542125	3
PAK5	0.112042124542125	3
OSR1	0.112042124542125	3
MST4	0.112042124542125	3
PKD1	0.111111111111111	1
DYRK2	0.111111111111111	1
DYRK4	0.111111111111111	1
HIPK2	0.111111111111111	1
HIPK1	0.111111111111111	1
HIPK4	0.111111111111111	1
DYRK3	0.111111111111111	1
DYRK1A	0.111111111111111	1
CK2a2	0.104166666666667	3
CK2a1	0.104166666666667	3
Erk4	0.086056049213944	3
Erk7	0.086056049213944	3
Trio	0.0791666666666667	3
TBK1	0.0769230769230769	1
IKKb	0.0769230769230769	1
IKKe	0.0769230769230769	1
IKKa	0.0769230769230769	1
BMPR1A	0.0769230769230769	1
TGFbR1	0.0769230769230769	1
MISR2	0.0769230769230769	1
ALK4	0.0769230769230769	1
ALK1	0.0769230769230769	1
